prerequisite_avg,prerequisite_min,previous_accuracy,recent_incorrect,learning_velocity,recent_confusion_count,time_gap_hours,revision_completion,concept_difficulty,will_struggle,dataset_type
0.7923,0.6843,0.5455,1,-0.0504,1,11.82,0.5787,12.49,1,SYNTHETIC
0.7047,0.617,0.7135,0,0.1584,0,3.69,0.5817,34.4,0,SYNTHETIC
0.7017,0.6662,0.3726,6,-0.0002,0,2.99,0.8902,35.6,0,SYNTHETIC
0.6491,0.6092,0.465,3,0.0171,2,1.43,0.5152,78.51,0,SYNTHETIC
0.6951,0.4884,0.8014,4,-0.0136,0,19.04,0.3225,72.78,1,SYNTHETIC
0.7018,0.6055,0.7935,1,0.0014,2,13.58,0.9854,59.1,0,SYNTHETIC
0.8756,0.756,0.429,1,0.1542,2,6.16,0.266,61.49,0,SYNTHETIC
0.9009,0.654,0.543,1,-0.0544,2,2.03,0.6412,52.05,1,SYNTHETIC
0.7512,0.6425,0.6961,2,-0.2885,0,1.6,0.7317,55.11,0,SYNTHETIC
0.6616,0.4888,0.7037,2,0.2855,1,27.08,0.6167,37.79,1,SYNTHETIC
0.3278,0.1967,0.5777,1,-0.1305,2,2.07,0.9035,55.01,1,SYNTHETIC
0.5911,0.3775,0.5585,2,0.1448,1,9.33,0.5882,55.71,0,SYNTHETIC
0.8388,0.5957,0.6024,5,0.092,3,13.68,0.9117,59.27,0,SYNTHETIC
0.56,0.5545,0.4665,2,0.0564,1,8.09,0.8779,57.02,0,SYNTHETIC
0.8102,0.7222,0.6897,0,-0.1042,1,26.06,0.5237,55.83,0,SYNTHETIC
0.2564,0.0393,0.8207,2,-0.1075,2,14.84,0.4172,17.33,0,SYNTHETIC
0.4164,0.2528,0.6528,1,-0.1035,3,13.34,0.6738,43.36,0,SYNTHETIC
0.6109,0.4854,0.2983,3,-0.0412,0,16.49,0.4685,49.69,0,SYNTHETIC
0.7917,0.755,0.5752,1,0.1614,3,6.7,0.5934,40.69,0,SYNTHETIC
0.2166,0.1877,0.6531,1,0.0906,1,4.43,0.4876,73.77,0,SYNTHETIC
0.8164,0.6744,0.4551,2,-0.1273,1,6.56,0.3822,44.41,0,SYNTHETIC
0.6244,0.5459,0.8573,0,0.2108,2,10.49,0.6901,46.62,0,SYNTHETIC
0.3061,0.1277,0.7564,1,0.0356,2,12.05,0.7271,43.31,0,SYNTHETIC
0.7061,0.5873,0.5264,3,0.0078,0,17.23,0.4531,53.4,0,SYNTHETIC
0.5561,0.3935,0.8847,0,0.0845,0,2.79,0.4183,35.84,0,SYNTHETIC
0.7692,0.6152,0.4331,5,0.0007,2,28.94,0.648,24.6,0,SYNTHETIC
0.647,0.5514,0.5576,6,0.3487,1,2.66,0.2075,47.21,0,SYNTHETIC
0.2588,0.187,0.243,3,0.1295,2,11.5,0.2206,69.96,1,SYNTHETIC
0.5943,0.5525,0.8643,0,0.0089,1,16.08,0.7192,56.56,0,SYNTHETIC
0.4225,0.3301,0.7713,2,-0.1645,1,8.09,0.5583,37.15,0,SYNTHETIC
0.2646,0.1902,0.5879,1,0.2466,2,1.93,0.6875,83.76,0,SYNTHETIC
0.8574,0.8176,0.7274,1,0.1021,2,17.64,0.7625,55.22,0,SYNTHETIC
0.9489,0.8699,0.4577,4,0.1029,2,0.05,0.305,56.94,1,SYNTHETIC
0.7353,0.6862,0.378,5,0.2584,1,6.07,0.8299,17.73,0,SYNTHETIC
0.6389,0.3962,0.3761,4,0.2224,1,25.18,0.3229,26.96,1,SYNTHETIC
0.6525,0.5704,0.5999,3,0.1834,1,13.1,0.2862,31.07,1,SYNTHETIC
0.6089,0.5268,0.7632,1,0.2038,1,28.67,0.4955,49.97,0,SYNTHETIC
0.4302,0.3222,0.4651,4,-0.0772,1,35.11,0.3354,33.95,0,SYNTHETIC
0.5679,0.4551,0.4391,5,-0.18,3,7.49,0.4809,34.58,0,SYNTHETIC
0.7965,0.6846,0.488,4,0.0633,0,4.8,0.5603,58.52,1,SYNTHETIC
0.5347,0.2977,0.4767,2,-0.2146,1,28.69,0.8498,72.49,0,SYNTHETIC
0.7331,0.6114,0.4505,4,0.0835,3,5.72,0.666,40.39,0,SYNTHETIC
0.5723,0.3475,0.4772,3,0.0087,1,0.78,0.3374,64.27,0,SYNTHETIC
0.7214,0.6329,0.8824,2,0.1871,1,2.15,0.2774,53.45,0,SYNTHETIC
0.5628,0.4255,0.6217,0,0.0186,1,2.57,0.7552,51.45,0,SYNTHETIC
0.7503,0.6927,0.9079,0,0.1798,1,14.62,0.3047,61.88,1,SYNTHETIC
0.649,0.5268,0.4358,0,-0.1225,2,26.2,0.3424,62.07,0,SYNTHETIC
0.479,0.3865,0.5271,4,0.0971,1,3.85,0.5948,39.94,0,SYNTHETIC
0.5858,0.4539,0.6165,2,0.0968,2,0.69,0.5333,42.31,1,SYNTHETIC
0.7612,0.5779,0.5348,3,-0.0062,1,3.09,0.767,64.89,0,SYNTHETIC
0.6365,0.5178,0.7849,0,0.0014,4,0.38,0.7764,50.96,0,SYNTHETIC
0.5184,0.3229,0.7747,0,0.0144,2,6.39,0.4283,37.75,0,SYNTHETIC
0.5862,0.3572,0.436,4,0.0697,3,23.69,0.8543,34.09,0,SYNTHETIC
0.5469,0.3716,0.2472,7,0.3406,1,8.84,0.833,88.8,0,SYNTHETIC
0.568,0.4006,0.4349,0,0.0894,2,21.0,0.9501,56.53,0,SYNTHETIC
0.6189,0.4547,0.7862,0,-0.1363,5,10.19,0.8263,67.78,0,SYNTHETIC
0.391,0.2231,0.3549,0,0.2802,0,17.8,0.5173,37.57,0,SYNTHETIC
0.8656,0.7791,0.6134,7,-0.1255,0,0.98,0.3354,62.56,1,SYNTHETIC
0.5508,0.5328,0.8801,0,0.058,1,11.0,0.5684,43.91,0,SYNTHETIC
0.1846,0.054,0.5471,2,0.3795,0,12.82,0.7539,14.31,0,SYNTHETIC
0.5938,0.3884,0.8619,0,0.0609,1,34.87,0.5939,72.29,0,SYNTHETIC
0.7127,0.7112,0.4876,1,-0.1228,0,4.95,0.1547,77.02,0,SYNTHETIC
0.4772,0.2678,0.3701,6,0.0595,0,12.89,0.3018,48.33,0,SYNTHETIC
0.8195,0.7155,0.5416,2,-0.0776,2,5.47,0.4806,26.88,1,SYNTHETIC
0.3376,0.3177,0.5343,1,-0.0225,0,8.79,0.738,72.88,1,SYNTHETIC
0.6698,0.542,0.4324,1,0.2164,0,1.48,0.572,4.58,0,SYNTHETIC
0.7366,0.7275,0.231,2,0.4281,2,2.77,0.869,88.78,0,SYNTHETIC
0.4207,0.3355,0.5793,5,0.2138,2,34.1,0.6691,71.93,0,SYNTHETIC
0.7941,0.6664,0.8205,1,0.1164,2,5.06,0.2855,47.65,1,SYNTHETIC
0.5656,0.413,0.5227,2,-0.0306,1,0.24,0.6261,42.26,0,SYNTHETIC
0.7161,0.5983,0.6872,1,0.1729,2,2.32,0.9156,31.71,0,SYNTHETIC
0.1926,0.1413,0.4308,0,0.1418,1,10.26,0.5772,44.56,0,SYNTHETIC
0.5625,0.3607,0.427,4,0.1097,2,0.71,0.2797,58.3,0,SYNTHETIC
0.6548,0.4849,0.7534,3,-0.0853,3,0.33,0.5501,32.29,0,SYNTHETIC
0.6389,0.4568,0.7171,0,-0.1936,0,8.65,0.5624,26.46,0,SYNTHETIC
0.6122,0.495,0.5913,4,0.281,0,5.45,0.4463,37.99,0,SYNTHETIC
0.6622,0.4804,0.1476,3,0.0343,2,0.41,0.5985,62.36,0,SYNTHETIC
0.3708,0.2218,0.5117,2,0.1235,2,1.18,0.8209,96.42,0,SYNTHETIC
0.6028,0.3764,0.7454,1,0.3577,3,0.65,0.7972,39.32,0,SYNTHETIC
0.4087,0.3191,0.4779,2,-0.0314,0,15.02,0.48,54.33,1,SYNTHETIC
0.3147,0.135,0.6329,5,0.025,1,28.24,0.5579,82.94,0,SYNTHETIC
0.4629,0.4256,0.6564,1,0.0533,2,7.09,0.7686,68.14,1,SYNTHETIC
0.4727,0.2592,0.4725,2,0.2772,0,0.49,0.3677,63.25,0,SYNTHETIC
0.7755,0.5853,0.5756,1,-0.2625,2,0.83,0.6472,23.82,0,SYNTHETIC
0.7603,0.5402,0.4348,0,-0.0262,4,7.97,0.6028,39.75,0,SYNTHETIC
0.4761,0.2402,0.4372,3,0.1332,1,38.66,0.7206,61.88,0,SYNTHETIC
0.4556,0.3004,0.4104,5,-0.2552,2,11.46,0.6888,37.33,1,SYNTHETIC
0.4869,0.2441,0.5154,2,-0.1155,1,5.69,0.6903,57.95,1,SYNTHETIC
0.4332,0.3816,0.3723,3,0.0375,1,13.63,0.2367,29.18,0,SYNTHETIC
0.6634,0.4486,0.368,3,-0.0796,2,7.78,0.7792,28.24,0,SYNTHETIC
0.36,0.2317,0.7005,1,-0.0816,3,47.3,0.5501,19.77,0,SYNTHETIC
0.7473,0.7027,0.7602,2,0.1485,0,24.07,0.4275,56.81,0,SYNTHETIC
0.3552,0.3299,0.7373,1,0.3032,2,19.39,0.2943,72.81,0,SYNTHETIC
0.6326,0.4956,0.6349,2,0.0859,3,8.13,0.7177,68.98,1,SYNTHETIC
0.5789,0.5633,0.4006,4,0.0312,4,6.08,0.7617,32.63,0,SYNTHETIC
0.3438,0.2635,0.8838,0,-0.0961,2,14.9,0.5475,48.33,0,SYNTHETIC
0.3834,0.1798,0.8195,0,-0.0516,0,4.49,0.3574,61.74,0,SYNTHETIC
0.333,0.3102,0.6219,4,0.0311,0,1.26,0.3448,74.32,1,SYNTHETIC
0.5785,0.4174,0.6962,3,-0.069,0,1.64,0.5184,45.97,0,SYNTHETIC
0.6017,0.3794,0.4582,4,-0.0519,1,10.7,0.7186,32.3,0,SYNTHETIC
0.7068,0.6857,0.3922,1,-0.0415,3,1.82,0.5078,43.56,1,SYNTHETIC
0.6125,0.4455,0.8822,1,0.051,2,17.05,0.7633,62.58,1,SYNTHETIC
0.5114,0.4072,0.4869,0,0.1484,1,0.82,0.5002,79.37,1,SYNTHETIC
0.6518,0.5113,0.7095,1,-0.2382,1,0.2,0.5388,68.72,0,SYNTHETIC
0.3824,0.3048,0.7914,1,-0.1796,0,4.35,0.9001,48.56,0,SYNTHETIC
0.5016,0.4783,0.5975,3,-0.0041,1,3.18,0.7911,25.8,1,SYNTHETIC
0.6383,0.6107,0.2718,3,0.0823,1,23.0,0.3455,35.83,0,SYNTHETIC
0.6045,0.4911,0.6504,3,0.2292,2,7.59,0.5169,13.41,0,SYNTHETIC
0.1627,0.0691,0.613,3,-0.048,2,0.88,0.0998,12.89,0,SYNTHETIC
0.5613,0.4152,0.6249,0,0.1561,5,0.19,0.8417,36.24,0,SYNTHETIC
0.6056,0.4643,0.3702,3,0.3268,1,5.57,0.4907,32.61,1,SYNTHETIC
0.4006,0.3586,0.2851,3,0.2048,4,3.33,0.5544,47.46,0,SYNTHETIC
0.4152,0.3411,0.5919,3,-0.0009,0,12.06,0.8946,44.65,0,SYNTHETIC
0.5476,0.3416,0.4145,3,0.2275,3,7.99,0.6018,31.81,0,SYNTHETIC
0.8157,0.7682,0.4064,0,0.0808,2,30.05,0.2427,50.81,0,SYNTHETIC
0.4907,0.3382,0.7422,1,0.2839,2,7.06,0.829,51.43,1,SYNTHETIC
0.5119,0.4393,0.7691,3,-0.0121,1,17.68,0.7177,51.12,1,SYNTHETIC
0.6712,0.58,0.4888,3,-0.0089,3,6.25,0.6206,35.38,0,SYNTHETIC
0.8214,0.6874,0.8093,1,-0.0072,3,6.31,0.689,46.99,0,SYNTHETIC
0.8114,0.5852,0.6403,4,0.12,4,5.91,0.7158,70.72,0,SYNTHETIC
0.3451,0.3314,0.3215,2,0.1829,1,7.37,0.4448,42.29,0,SYNTHETIC
0.6575,0.4753,0.2154,0,0.1412,1,1.96,0.7607,50.05,0,SYNTHETIC
0.4366,0.2724,0.3247,6,0.2522,1,12.09,0.7216,36.63,1,SYNTHETIC
0.5738,0.3562,0.5648,1,0.0133,0,31.58,0.8163,6.74,0,SYNTHETIC
0.6209,0.3997,0.6382,0,0.009,2,3.98,0.6927,54.19,1,SYNTHETIC
0.6379,0.5748,0.7087,3,-0.0932,2,2.34,0.1623,61.38,0,SYNTHETIC
0.5999,0.5214,0.6351,3,0.1816,0,0.79,0.7366,43.42,0,SYNTHETIC
0.4796,0.3968,0.493,3,-0.0566,5,6.59,0.8268,35.45,1,SYNTHETIC
0.2844,0.1253,0.812,0,-0.0537,2,3.3,0.9315,60.04,0,SYNTHETIC
0.8195,0.8159,0.3369,2,-0.3454,0,26.98,0.6073,38.38,0,SYNTHETIC
0.6331,0.491,0.8068,2,-0.1597,0,47.59,0.9395,12.91,0,SYNTHETIC
0.4661,0.3822,0.7692,2,0.0395,1,42.44,0.9022,53.66,1,SYNTHETIC
0.1964,0.0315,0.5487,1,0.0231,3,22.78,0.6123,88.62,1,SYNTHETIC
0.7052,0.4986,0.6395,0,0.0691,1,18.52,0.5539,77.02,1,SYNTHETIC
0.7223,0.5527,0.6423,1,-0.2033,0,3.82,0.7497,24.7,1,SYNTHETIC
0.3973,0.2121,0.5717,4,-0.0466,0,0.41,0.7328,69.98,0,SYNTHETIC
0.4101,0.177,0.7409,1,0.1601,2,21.88,0.6667,54.45,0,SYNTHETIC
0.6418,0.3958,0.3968,2,-0.2711,4,13.27,0.2528,69.8,1,SYNTHETIC
0.6945,0.613,0.3478,3,0.1798,2,4.28,0.4775,33.08,0,SYNTHETIC
0.7372,0.6034,0.5761,0,-0.0381,3,5.57,0.7048,65.62,0,SYNTHETIC
0.4419,0.3405,0.6862,3,0.0207,3,10.54,0.3039,77.27,1,SYNTHETIC
0.5697,0.4612,0.3388,6,-0.0276,1,6.07,0.8806,77.57,0,SYNTHETIC
0.5453,0.3204,0.592,1,0.2539,3,1.23,0.9169,60.14,0,SYNTHETIC
0.6321,0.6104,0.6109,2,0.0184,2,120.72,0.7215,72.37,0,SYNTHETIC
0.6348,0.5662,0.6954,0,-0.0388,1,31.21,0.8156,17.54,1,SYNTHETIC
0.4118,0.359,0.6171,2,0.2625,1,4.81,0.6624,52.71,0,SYNTHETIC
0.5706,0.3468,0.5346,1,-0.0613,3,0.07,0.4437,29.79,1,SYNTHETIC
0.9278,0.8477,0.7909,1,-0.0634,1,18.62,0.5438,84.74,0,SYNTHETIC
0.5752,0.5476,0.4163,1,0.237,3,3.96,0.6442,83.03,0,SYNTHETIC
0.717,0.52,0.5599,4,0.161,1,6.72,0.7189,81.72,0,SYNTHETIC
0.3273,0.317,0.7374,1,0.1646,3,11.37,0.599,44.08,0,SYNTHETIC
0.2352,0.0,0.218,2,-0.0328,1,21.63,0.5944,43.96,1,SYNTHETIC
0.7821,0.7264,0.7505,2,0.1228,2,82.66,0.7371,73.42,1,SYNTHETIC
0.4442,0.2769,0.5433,1,0.1298,2,16.52,0.235,39.44,0,SYNTHETIC
0.6169,0.5843,0.5941,4,0.1339,1,62.27,0.4512,37.71,0,SYNTHETIC
0.2436,0.1574,0.659,1,0.2869,3,8.54,0.6329,58.53,0,SYNTHETIC
0.5008,0.4969,0.6399,2,-0.1357,0,5.2,0.7562,64.02,0,SYNTHETIC
0.6469,0.5124,0.7297,6,0.0543,2,22.84,0.4246,64.84,1,SYNTHETIC
0.756,0.7059,0.1808,4,0.1389,4,26.8,0.7395,68.22,0,SYNTHETIC
0.3131,0.0705,0.8278,0,0.0635,0,6.6,0.8083,48.58,1,SYNTHETIC
0.6602,0.6548,0.5726,2,0.0611,0,0.91,0.5351,76.51,0,SYNTHETIC
0.4912,0.4326,0.6685,1,0.0861,4,4.95,0.8834,77.1,1,SYNTHETIC
0.4239,0.2634,0.6754,2,0.0012,1,42.82,0.6313,29.22,0,SYNTHETIC
0.5242,0.2862,0.2897,8,-0.0146,1,2.68,0.3779,57.43,0,SYNTHETIC
0.4278,0.3048,0.5516,0,-0.1301,0,14.1,0.7495,59.3,1,SYNTHETIC
0.5014,0.3975,0.6708,0,0.1948,3,5.68,0.3758,53.09,0,SYNTHETIC
0.4983,0.4754,0.7706,1,0.185,1,6.16,0.5975,78.54,1,SYNTHETIC
0.7761,0.6714,0.5345,5,-0.0646,3,0.65,0.7307,60.1,1,SYNTHETIC
0.5859,0.4043,0.6446,5,-0.031,3,7.26,0.6259,33.16,0,SYNTHETIC
0.1596,0.0456,0.7109,1,0.2539,0,31.72,0.6306,70.92,0,SYNTHETIC
0.6114,0.5538,0.3415,4,0.0971,0,9.35,0.4824,28.88,0,SYNTHETIC
0.2639,0.2094,0.2333,5,-0.0246,1,32.46,0.6436,85.19,1,SYNTHETIC
0.617,0.3704,0.4185,0,0.1534,2,4.99,0.8412,50.28,0,SYNTHETIC
0.4822,0.2517,0.5399,1,0.116,0,22.29,0.3939,80.39,0,SYNTHETIC
0.8124,0.7148,0.4809,6,-0.1392,2,5.76,0.3758,67.26,1,SYNTHETIC
0.3166,0.1274,0.5075,1,0.0427,1,20.19,0.7376,81.13,1,SYNTHETIC
0.7074,0.4942,0.4391,5,0.0647,3,1.95,0.2699,76.95,1,SYNTHETIC
0.7474,0.5983,0.4383,1,0.1645,0,2.74,0.7746,27.4,0,SYNTHETIC
0.3761,0.1473,0.8446,2,-0.0745,1,13.37,0.3116,65.8,0,SYNTHETIC
0.5098,0.2622,0.3679,2,0.1215,0,58.87,0.5399,37.44,0,SYNTHETIC
0.758,0.6853,0.6693,2,0.1257,0,4.14,0.5953,29.61,0,SYNTHETIC
0.5117,0.432,0.4723,2,-0.0681,1,11.98,0.4489,10.5,1,SYNTHETIC
0.3909,0.2022,0.6865,0,-0.049,1,19.93,0.2433,77.42,0,SYNTHETIC
0.4458,0.3344,0.3985,2,-0.0835,0,1.22,0.8388,27.94,0,SYNTHETIC
0.5381,0.4478,0.5636,2,0.0978,3,2.76,0.7735,56.38,0,SYNTHETIC
0.7115,0.5119,0.6118,0,0.0191,0,25.85,0.7475,32.43,0,SYNTHETIC
0.4107,0.4068,0.4571,0,0.0097,1,6.44,0.4206,23.53,0,SYNTHETIC
0.6948,0.4631,0.6521,2,-0.0083,1,0.6,0.7154,63.5,1,SYNTHETIC
0.4005,0.2106,0.5598,3,-0.1596,3,9.33,0.4101,42.29,0,SYNTHETIC
0.6389,0.5997,0.4141,6,-0.0759,0,30.44,0.7343,60.41,0,SYNTHETIC
0.2958,0.2323,0.5157,3,-0.0304,2,47.68,0.6399,16.6,1,SYNTHETIC
0.6167,0.5246,0.5952,2,-0.076,2,9.57,0.7876,67.53,0,SYNTHETIC
0.7094,0.5121,0.5779,2,0.1011,1,2.7,0.4389,11.28,0,SYNTHETIC
0.3185,0.158,0.5477,1,-0.0003,0,10.58,0.551,15.01,0,SYNTHETIC
0.4951,0.4066,0.5017,3,0.0745,2,12.62,0.6373,83.25,1,SYNTHETIC
0.4584,0.236,0.9091,1,-0.1992,4,10.11,0.3819,74.52,1,SYNTHETIC
0.6259,0.4464,0.6753,2,0.0603,2,28.32,0.5499,68.91,1,SYNTHETIC
0.3692,0.2175,0.689,1,0.2128,3,34.2,0.3077,65.53,0,SYNTHETIC
0.2093,0.0879,0.5246,1,0.1072,2,2.72,0.2156,9.1,1,SYNTHETIC
0.493,0.4701,0.6417,2,0.1231,1,44.0,0.4184,39.15,0,SYNTHETIC
0.7823,0.7596,0.5204,3,0.2131,3,0.39,0.7229,38.53,0,SYNTHETIC
0.7303,0.5381,0.5015,5,0.0749,3,1.73,0.2024,30.45,0,SYNTHETIC
0.3379,0.3247,0.8048,2,-0.0457,1,4.04,0.7116,59.77,1,SYNTHETIC
0.6309,0.5313,0.6461,1,0.0299,1,11.64,0.8524,46.61,0,SYNTHETIC
0.6578,0.614,0.5938,3,-0.0894,1,24.22,0.3479,70.86,0,SYNTHETIC
0.5757,0.5295,0.6981,1,0.0144,1,23.69,0.7177,9.82,0,SYNTHETIC
0.3524,0.3357,0.4669,3,0.282,1,3.68,0.8053,43.29,0,SYNTHETIC
0.6137,0.3844,0.6104,2,0.0135,1,5.7,0.2956,67.53,0,SYNTHETIC
0.8125,0.7778,0.9087,0,0.0447,3,25.68,0.7478,64.96,0,SYNTHETIC
0.5711,0.3613,0.8484,1,-0.0944,2,3.84,0.6063,59.15,0,SYNTHETIC
0.6968,0.6668,0.6044,1,-0.1746,0,7.36,0.4461,30.23,0,SYNTHETIC
0.6618,0.4254,0.4193,4,0.1877,0,7.85,0.6619,28.97,0,SYNTHETIC
0.6315,0.3912,0.5885,2,-0.3443,0,25.17,0.6064,73.66,0,SYNTHETIC
0.7971,0.764,0.675,1,0.1459,0,6.26,0.6196,82.75,0,SYNTHETIC
0.7904,0.5757,0.8939,0,-0.3684,0,15.32,0.6317,73.2,0,SYNTHETIC
0.5726,0.5597,0.5445,2,0.0687,0,10.12,0.4428,80.8,1,SYNTHETIC
0.8464,0.65,0.8537,2,-0.0171,1,30.29,0.365,62.49,0,SYNTHETIC
0.5425,0.3575,0.7723,1,0.0086,2,6.19,0.5258,42.68,1,SYNTHETIC
0.6486,0.4018,0.2764,3,0.1537,1,12.1,0.9347,60.44,0,SYNTHETIC
0.3378,0.2351,0.5406,3,-0.1347,2,3.14,0.7136,83.08,1,SYNTHETIC
0.6936,0.551,0.7769,2,0.1397,1,12.53,0.9219,38.7,0,SYNTHETIC
0.7994,0.5608,0.3809,4,0.111,1,25.53,0.5761,40.87,0,SYNTHETIC
0.9136,0.7709,0.5649,3,0.0869,1,9.27,0.534,17.87,0,SYNTHETIC
0.5234,0.4902,0.2627,6,0.1676,3,32.78,0.6198,65.35,0,SYNTHETIC
0.3745,0.2617,0.6035,4,0.0797,1,1.86,0.5253,58.08,0,SYNTHETIC
0.7134,0.4976,0.2285,1,0.0977,0,13.62,0.9506,42.93,1,SYNTHETIC
0.5523,0.3908,0.401,0,-0.0889,4,19.25,0.6112,31.95,1,SYNTHETIC
0.4528,0.3297,0.6421,3,0.09,1,8.28,0.5244,58.49,1,SYNTHETIC
0.7363,0.6663,0.5651,1,-0.0454,2,11.71,0.298,71.41,0,SYNTHETIC
0.2765,0.2129,0.7755,1,0.1013,0,0.93,0.8545,75.26,1,SYNTHETIC
0.5655,0.5072,0.9184,0,-0.0058,2,29.59,0.5958,48.83,0,SYNTHETIC
0.5841,0.4703,0.1799,3,0.2547,0,5.7,0.342,12.97,0,SYNTHETIC
0.4894,0.2873,0.2963,4,0.095,0,20.4,0.841,66.45,1,SYNTHETIC
0.7166,0.666,0.6662,0,0.0195,2,28.14,0.2478,69.23,1,SYNTHETIC
0.7192,0.5909,0.7004,2,-0.0385,3,29.77,0.7183,40.02,0,SYNTHETIC
0.304,0.2127,0.4252,1,0.2444,2,8.92,0.4957,62.53,1,SYNTHETIC
0.5531,0.3936,0.6422,2,0.1979,0,1.17,0.49,37.18,1,SYNTHETIC
0.673,0.4361,0.8153,1,0.3349,3,10.57,0.6115,68.04,1,SYNTHETIC
0.7695,0.5381,0.6573,2,0.3896,0,1.39,0.9292,31.59,0,SYNTHETIC
0.36,0.3326,0.7165,0,-0.0828,1,25.03,0.8246,33.64,0,SYNTHETIC
0.5983,0.4527,0.6141,5,0.1198,1,3.24,0.2518,35.57,1,SYNTHETIC
0.3213,0.2133,0.6835,1,0.1604,1,5.9,0.2073,27.27,0,SYNTHETIC
0.4199,0.2283,0.3011,6,0.0303,1,43.49,0.7198,72.67,1,SYNTHETIC
0.1741,0.13,0.6882,2,0.1848,1,0.65,0.8233,65.29,0,SYNTHETIC
0.476,0.4296,0.4828,1,0.1572,1,37.67,0.5872,60.06,1,SYNTHETIC
0.661,0.6046,0.7224,2,0.0215,0,9.31,0.6373,65.53,0,SYNTHETIC
0.2994,0.2298,0.7133,1,0.0935,3,13.4,0.8786,56.37,0,SYNTHETIC
0.7756,0.5917,0.568,4,-0.0838,3,43.89,0.9327,30.06,1,SYNTHETIC
0.409,0.3659,0.634,1,-0.0056,1,5.82,0.5956,59.72,0,SYNTHETIC
0.7834,0.6377,0.6791,2,0.3022,1,8.26,0.5272,24.05,0,SYNTHETIC
0.3541,0.1316,0.4636,1,-0.0124,3,10.46,0.7523,24.51,0,SYNTHETIC
0.6295,0.5674,0.651,1,-0.0697,1,7.48,0.2452,48.78,1,SYNTHETIC
0.8129,0.6798,0.541,2,-0.0049,3,14.87,0.6259,74.01,0,SYNTHETIC
0.6219,0.5414,0.7983,1,0.1619,3,3.39,0.7047,53.2,0,SYNTHETIC
0.43,0.2113,0.3009,8,-0.0592,1,14.07,0.4585,55.84,1,SYNTHETIC
0.7937,0.7394,0.57,3,0.2156,0,53.14,0.7876,84.1,0,SYNTHETIC
0.5187,0.4738,0.4031,6,-0.079,0,13.85,0.656,77.73,1,SYNTHETIC
0.928,0.7566,0.4866,3,-0.051,0,6.11,0.7475,29.83,1,SYNTHETIC
0.2335,0.0018,0.7599,0,0.0309,8,5.84,0.9283,63.17,0,SYNTHETIC
0.5326,0.4352,0.7084,2,-0.1137,1,26.76,0.7332,31.9,1,SYNTHETIC
