concept_baseline,signal_count,hour,is_anomaly,dataset_type
36.64,42.0,17,0,SYNTHETIC
36.64,47.0,18,0,SYNTHETIC
36.64,51.0,19,0,SYNTHETIC
36.64,31.0,20,0,SYNTHETIC
36.64,41.0,21,0,SYNTHETIC
36.64,40.0,22,0,SYNTHETIC
36.64,35.0,23,0,SYNTHETIC
32.67,31.0,0,0,SYNTHETIC
32.67,45.0,1,0,SYNTHETIC
32.67,85.0,2,1,SYNTHETIC
32.67,47.0,3,0,SYNTHETIC
32.67,22.0,4,0,SYNTHETIC
32.67,49.0,5,0,SYNTHETIC
32.67,18.0,6,0,SYNTHETIC
32.67,35.0,7,0,SYNTHETIC
32.67,36.0,8,0,SYNTHETIC
32.67,9.0,9,0,SYNTHETIC
32.67,29.0,10,0,SYNTHETIC
32.67,45.0,11,0,SYNTHETIC
32.67,38.0,12,0,SYNTHETIC
32.67,34.0,13,0,SYNTHETIC
32.67,149.0,14,1,SYNTHETIC
32.67,33.0,15,0,SYNTHETIC
32.67,31.0,16,0,SYNTHETIC
32.67,45.0,17,0,SYNTHETIC
32.67,142.0,18,1,SYNTHETIC
32.67,21.0,19,0,SYNTHETIC
32.67,28.0,20,0,SYNTHETIC
32.67,116.0,21,1,SYNTHETIC
32.67,29.0,22,0,SYNTHETIC
32.67,29.0,23,0,SYNTHETIC
15.67,18.0,0,0,SYNTHETIC
15.67,18.0,1,0,SYNTHETIC
15.67,14.0,2,0,SYNTHETIC
15.67,23.0,3,0,SYNTHETIC
15.67,12.0,4,0,SYNTHETIC
15.67,11.0,5,0,SYNTHETIC
15.67,13.0,6,0,SYNTHETIC
15.67,16.0,7,0,SYNTHETIC
15.67,13.0,8,0,SYNTHETIC
15.67,21.0,9,0,SYNTHETIC
15.67,20.0,10,0,SYNTHETIC
15.67,15.0,11,0,SYNTHETIC
15.67,14.0,12,0,SYNTHETIC
15.67,16.0,13,0,SYNTHETIC
15.67,4.0,14,0,SYNTHETIC
15.67,17.0,15,0,SYNTHETIC
15.67,17.0,16,0,SYNTHETIC
15.67,21.0,17,0,SYNTHETIC
15.67,14.0,18,0,SYNTHETIC
15.67,12.0,19,0,SYNTHETIC
15.67,20.0,20,0,SYNTHETIC
15.67,24.0,21,0,SYNTHETIC
15.67,21.0,22,0,SYNTHETIC
15.67,12.0,23,0,SYNTHETIC
21.19,25.0,0,0,SYNTHETIC
21.19,21.0,1,0,SYNTHETIC
21.19,19.0,2,0,SYNTHETIC
21.19,20.0,3,0,SYNTHETIC
21.19,29.0,4,0,SYNTHETIC
21.19,20.0,5,0,SYNTHETIC
21.19,73.0,6,1,SYNTHETIC
21.19,41.0,7,0,SYNTHETIC
21.19,16.0,8,0,SYNTHETIC
21.19,28.0,9,0,SYNTHETIC
21.19,16.0,10,0,SYNTHETIC
21.19,15.0,11,0,SYNTHETIC
21.19,32.0,12,0,SYNTHETIC
21.19,29.0,13,0,SYNTHETIC
21.19,22.0,14,0,SYNTHETIC
21.19,20.0,15,0,SYNTHETIC
21.19,85.0,16,1,SYNTHETIC
21.19,28.0,17,0,SYNTHETIC
21.19,25.0,18,0,SYNTHETIC
21.19,22.0,19,0,SYNTHETIC
21.19,23.0,20,0,SYNTHETIC
21.19,33.0,21,0,SYNTHETIC
21.19,29.0,22,0,SYNTHETIC
21.19,27.0,23,0,SYNTHETIC
34.46,43.0,0,0,SYNTHETIC
34.46,31.0,1,0,SYNTHETIC
34.46,40.0,2,0,SYNTHETIC
34.46,33.0,3,0,SYNTHETIC
34.46,37.0,4,0,SYNTHETIC
34.46,37.0,5,0,SYNTHETIC
34.46,28.0,6,0,SYNTHETIC
34.46,46.0,7,0,SYNTHETIC
34.46,43.0,8,0,SYNTHETIC
34.46,36.0,9,0,SYNTHETIC
34.46,56.0,10,0,SYNTHETIC
34.46,39.0,11,0,SYNTHETIC
34.46,44.0,12,0,SYNTHETIC
34.46,39.0,13,0,SYNTHETIC
34.46,43.0,14,0,SYNTHETIC
34.46,42.0,15,0,SYNTHETIC
34.46,35.0,16,0,SYNTHETIC
34.46,33.0,17,0,SYNTHETIC
34.46,28.0,18,0,SYNTHETIC
34.46,47.0,19,0,SYNTHETIC
34.46,47.0,20,0,SYNTHETIC
34.46,40.0,21,0,SYNTHETIC
34.46,44.0,22,0,SYNTHETIC
34.46,31.0,23,0,SYNTHETIC
12.42,18.0,0,0,SYNTHETIC
12.42,10.0,1,0,SYNTHETIC
12.42,11.0,2,0,SYNTHETIC
12.42,14.0,3,0,SYNTHETIC
12.42,13.0,4,0,SYNTHETIC
12.42,11.0,5,0,SYNTHETIC
12.42,11.0,6,0,SYNTHETIC
12.42,53.0,7,1,SYNTHETIC
12.42,16.0,8,0,SYNTHETIC
12.42,11.0,9,0,SYNTHETIC
12.42,15.0,10,0,SYNTHETIC
12.42,3.0,11,0,SYNTHETIC
12.42,13.0,12,0,SYNTHETIC
12.42,17.0,13,0,SYNTHETIC
12.42,15.0,14,0,SYNTHETIC
12.42,14.0,15,0,SYNTHETIC
12.42,14.0,16,0,SYNTHETIC
12.42,16.0,17,0,SYNTHETIC
12.42,13.0,18,0,SYNTHETIC
12.42,8.0,19,0,SYNTHETIC
12.42,5.0,20,0,SYNTHETIC
12.42,18.0,21,0,SYNTHETIC
12.42,9.0,22,0,SYNTHETIC
12.42,15.0,23,0,SYNTHETIC
26.88,28.0,0,0,SYNTHETIC
26.88,29.0,1,0,SYNTHETIC
26.88,31.0,2,0,SYNTHETIC
26.88,15.0,3,0,SYNTHETIC
26.88,30.0,4,0,SYNTHETIC
26.88,18.0,5,0,SYNTHETIC
26.88,19.0,6,0,SYNTHETIC
26.88,31.0,7,0,SYNTHETIC
26.88,27.0,8,0,SYNTHETIC
26.88,39.0,9,0,SYNTHETIC
26.88,26.0,10,0,SYNTHETIC
26.88,113.0,11,1,SYNTHETIC
26.88,37.0,12,0,SYNTHETIC
26.88,38.0,13,0,SYNTHETIC
26.88,26.0,14,0,SYNTHETIC
26.88,19.0,15,0,SYNTHETIC
26.88,30.0,16,0,SYNTHETIC
26.88,34.0,17,0,SYNTHETIC
26.88,26.0,18,0,SYNTHETIC
26.88,27.0,19,0,SYNTHETIC
26.88,30.0,20,0,SYNTHETIC
26.88,30.0,21,0,SYNTHETIC
26.88,22.0,22,0,SYNTHETIC
26.88,30.0,23,0,SYNTHETIC
10.09,8.0,0,0,SYNTHETIC
10.09,36.0,1,1,SYNTHETIC
10.09,45.0,2,1,SYNTHETIC
10.09,7.0,3,0,SYNTHETIC
10.09,10.0,4,0,SYNTHETIC
10.09,10.0,5,0,SYNTHETIC
10.09,16.0,6,0,SYNTHETIC
10.09,14.0,7,0,SYNTHETIC
10.09,9.0,8,0,SYNTHETIC
10.09,4.0,9,0,SYNTHETIC
10.09,8.0,10,0,SYNTHETIC
10.09,8.0,11,0,SYNTHETIC
10.09,6.0,12,0,SYNTHETIC
10.09,8.0,13,0,SYNTHETIC
10.09,12.0,14,0,SYNTHETIC
10.09,11.0,15,0,SYNTHETIC
10.09,10.0,16,0,SYNTHETIC
10.09,7.0,17,0,SYNTHETIC
10.09,8.0,18,0,SYNTHETIC
10.09,13.0,19,0,SYNTHETIC
10.09,14.0,20,0,SYNTHETIC
10.09,14.0,21,0,SYNTHETIC
10.09,9.0,22,0,SYNTHETIC
10.09,7.0,23,0,SYNTHETIC
13.99,15.0,0,0,SYNTHETIC
13.99,14.0,1,0,SYNTHETIC
13.99,18.0,2,0,SYNTHETIC
13.99,13.0,3,0,SYNTHETIC
13.99,12.0,4,0,SYNTHETIC
13.99,19.0,5,0,SYNTHETIC
13.99,16.0,6,0,SYNTHETIC
13.99,16.0,7,0,SYNTHETIC
13.99,14.0,8,0,SYNTHETIC
13.99,9.0,9,0,SYNTHETIC
13.99,13.0,10,0,SYNTHETIC
13.99,10.0,11,0,SYNTHETIC
13.99,11.0,12,0,SYNTHETIC
13.99,18.0,13,0,SYNTHETIC
13.99,18.0,14,0,SYNTHETIC
13.99,13.0,15,0,SYNTHETIC
13.99,19.0,16,0,SYNTHETIC
13.99,11.0,17,0,SYNTHETIC
13.99,19.0,18,0,SYNTHETIC
13.99,20.0,19,0,SYNTHETIC
13.99,13.0,20,0,SYNTHETIC
13.99,45.0,21,1,SYNTHETIC
13.99,18.0,22,0,SYNTHETIC
13.99,17.0,23,0,SYNTHETIC
26.1,34.0,0,0,SYNTHETIC
26.1,31.0,1,0,SYNTHETIC
26.1,21.0,2,0,SYNTHETIC
26.1,20.0,3,0,SYNTHETIC
26.1,28.0,4,0,SYNTHETIC
26.1,21.0,5,0,SYNTHETIC
26.1,19.0,6,0,SYNTHETIC
26.1,28.0,7,0,SYNTHETIC
26.1,21.0,8,0,SYNTHETIC
26.1,27.0,9,0,SYNTHETIC
26.1,30.0,10,0,SYNTHETIC
26.1,27.0,11,0,SYNTHETIC
26.1,17.0,12,0,SYNTHETIC
26.1,21.0,13,0,SYNTHETIC
26.1,112.0,14,1,SYNTHETIC
26.1,27.0,15,0,SYNTHETIC
26.1,32.0,16,0,SYNTHETIC
26.1,34.0,17,0,SYNTHETIC
26.1,28.0,18,0,SYNTHETIC
26.1,28.0,19,0,SYNTHETIC
26.1,27.0,20,0,SYNTHETIC
26.1,37.0,21,0,SYNTHETIC
26.1,24.0,22,0,SYNTHETIC
26.1,16.0,23,0,SYNTHETIC
20.15,20.0,0,0,SYNTHETIC
20.15,27.0,1,0,SYNTHETIC
20.15,24.0,2,0,SYNTHETIC
20.15,17.0,3,0,SYNTHETIC
20.15,28.0,4,0,SYNTHETIC
20.15,25.0,5,0,SYNTHETIC
20.15,20.0,6,0,SYNTHETIC
20.15,21.0,7,0,SYNTHETIC
20.15,15.0,8,0,SYNTHETIC
20.15,14.0,9,0,SYNTHETIC
20.15,16.0,10,0,SYNTHETIC
20.15,16.0,11,0,SYNTHETIC
20.15,11.0,12,0,SYNTHETIC
20.15,26.0,13,0,SYNTHETIC
20.15,16.0,14,0,SYNTHETIC
20.15,20.0,15,0,SYNTHETIC
20.15,28.0,16,0,SYNTHETIC
20.15,26.0,17,0,SYNTHETIC
20.15,19.0,18,0,SYNTHETIC
20.15,18.0,19,0,SYNTHETIC
20.15,80.0,20,1,SYNTHETIC
20.15,28.0,21,0,SYNTHETIC
20.15,12.0,22,0,SYNTHETIC
20.15,72.0,23,1,SYNTHETIC
34.25,28.0,0,0,SYNTHETIC
34.25,25.0,1,0,SYNTHETIC
34.25,35.0,2,0,SYNTHETIC
34.25,40.0,3,0,SYNTHETIC
34.25,39.0,4,0,SYNTHETIC
34.25,31.0,5,0,SYNTHETIC
34.25,41.0,6,0,SYNTHETIC
34.25,28.0,7,0,SYNTHETIC
34.25,42.0,8,0,SYNTHETIC
34.25,41.0,9,0,SYNTHETIC
34.25,30.0,10,0,SYNTHETIC
34.25,46.0,11,0,SYNTHETIC
34.25,36.0,12,0,SYNTHETIC
34.25,31.0,13,0,SYNTHETIC
34.25,19.0,14,0,SYNTHETIC
34.25,34.0,15,0,SYNTHETIC
34.25,33.0,16,0,SYNTHETIC
34.25,28.0,17,0,SYNTHETIC
34.25,152.0,18,1,SYNTHETIC
34.25,36.0,19,0,SYNTHETIC
34.25,45.0,20,0,SYNTHETIC
34.25,28.0,21,0,SYNTHETIC
34.25,49.0,22,0,SYNTHETIC
34.25,33.0,23,0,SYNTHETIC
19.91,23.0,0,0,SYNTHETIC
19.91,20.0,1,0,SYNTHETIC
19.91,24.0,2,0,SYNTHETIC
19.91,26.0,3,0,SYNTHETIC
19.91,19.0,4,0,SYNTHETIC
19.91,25.0,5,0,SYNTHETIC
19.91,22.0,6,0,SYNTHETIC
19.91,24.0,7,0,SYNTHETIC
19.91,26.0,8,0,SYNTHETIC
19.91,18.0,9,0,SYNTHETIC
19.91,18.0,10,0,SYNTHETIC
19.91,28.0,11,0,SYNTHETIC
19.91,23.0,12,0,SYNTHETIC
19.91,25.0,13,0,SYNTHETIC
19.91,22.0,14,0,SYNTHETIC
19.91,30.0,15,0,SYNTHETIC
19.91,21.0,16,0,SYNTHETIC
19.91,28.0,17,0,SYNTHETIC
19.91,22.0,18,0,SYNTHETIC
19.91,25.0,19,0,SYNTHETIC
19.91,23.0,20,0,SYNTHETIC
19.91,31.0,21,0,SYNTHETIC
19.91,14.0,22,0,SYNTHETIC
19.91,21.0,23,0,SYNTHETIC
24.54,28.0,0,0,SYNTHETIC
24.54,16.0,1,0,SYNTHETIC
24.54,24.0,2,0,SYNTHETIC
24.54,19.0,3,0,SYNTHETIC
24.54,25.0,4,0,SYNTHETIC
24.54,27.0,5,0,SYNTHETIC
24.54,32.0,6,0,SYNTHETIC
24.54,22.0,7,0,SYNTHETIC
24.54,19.0,8,0,SYNTHETIC
24.54,31.0,9,0,SYNTHETIC
24.54,32.0,10,0,SYNTHETIC
24.54,26.0,11,0,SYNTHETIC
24.54,30.0,12,0,SYNTHETIC
24.54,24.0,13,0,SYNTHETIC
24.54,25.0,14,0,SYNTHETIC
24.54,16.0,15,0,SYNTHETIC
24.54,35.0,16,0,SYNTHETIC
24.54,64.0,17,1,SYNTHETIC
24.54,25.0,18,0,SYNTHETIC
24.54,18.0,19,0,SYNTHETIC
24.54,20.0,20,0,SYNTHETIC
24.54,19.0,21,0,SYNTHETIC
24.54,23.0,22,0,SYNTHETIC
24.54,19.0,23,0,SYNTHETIC
29.3,28.0,0,0,SYNTHETIC
29.3,13.0,1,0,SYNTHETIC
29.3,23.0,2,0,SYNTHETIC
29.3,22.0,3,0,SYNTHETIC
29.3,29.0,4,0,SYNTHETIC
29.3,27.0,5,0,SYNTHETIC
29.3,22.0,6,0,SYNTHETIC
29.3,31.0,7,0,SYNTHETIC
29.3,34.0,8,0,SYNTHETIC
29.3,27.0,9,0,SYNTHETIC
29.3,27.0,10,0,SYNTHETIC
29.3,42.0,11,0,SYNTHETIC
29.3,28.0,12,0,SYNTHETIC
29.3,21.0,13,0,SYNTHETIC
29.3,32.0,14,0,SYNTHETIC
29.3,27.0,15,0,SYNTHETIC
29.3,30.0,16,0,SYNTHETIC
29.3,32.0,17,0,SYNTHETIC
29.3,34.0,18,0,SYNTHETIC
29.3,25.0,19,0,SYNTHETIC
29.3,30.0,20,0,SYNTHETIC
29.3,22.0,21,0,SYNTHETIC
29.3,31.0,22,0,SYNTHETIC
29.3,29.0,23,0,SYNTHETIC
31.64,30.0,0,0,SYNTHETIC
31.64,39.0,1,0,SYNTHETIC
31.64,44.0,2,0,SYNTHETIC
31.64,14.0,3,0,SYNTHETIC
31.64,38.0,4,0,SYNTHETIC
31.64,29.0,5,0,SYNTHETIC
31.64,44.0,6,0,SYNTHETIC
31.64,42.0,7,0,SYNTHETIC
31.64,46.0,8,0,SYNTHETIC
31.64,47.0,9,0,SYNTHETIC
31.64,23.0,10,0,SYNTHETIC
31.64,32.0,11,0,SYNTHETIC
31.64,44.0,12,0,SYNTHETIC
31.64,19.0,13,0,SYNTHETIC
31.64,26.0,14,0,SYNTHETIC
31.64,31.0,15,0,SYNTHETIC
31.64,27.0,16,0,SYNTHETIC
31.64,18.0,17,0,SYNTHETIC
31.64,40.0,18,0,SYNTHETIC
31.64,27.0,19,0,SYNTHETIC
31.64,32.0,20,0,SYNTHETIC
31.64,58.0,21,0,SYNTHETIC
31.64,47.0,22,0,SYNTHETIC
31.64,31.0,23,0,SYNTHETIC
20.24,20.0,0,0,SYNTHETIC
20.24,16.0,1,0,SYNTHETIC
20.24,17.0,2,0,SYNTHETIC
20.24,20.0,3,0,SYNTHETIC
20.24,22.0,4,0,SYNTHETIC
20.24,20.0,5,0,SYNTHETIC
20.24,18.0,6,0,SYNTHETIC
20.24,23.0,7,0,SYNTHETIC
20.24,22.0,8,0,SYNTHETIC
20.24,21.0,9,0,SYNTHETIC
20.24,15.0,10,0,SYNTHETIC
20.24,14.0,11,0,SYNTHETIC
20.24,17.0,12,0,SYNTHETIC
20.24,5.0,13,0,SYNTHETIC
20.24,19.0,14,0,SYNTHETIC
20.24,26.0,15,0,SYNTHETIC
20.24,24.0,16,0,SYNTHETIC
20.24,18.0,17,0,SYNTHETIC
20.24,15.0,18,0,SYNTHETIC
20.24,11.0,19,0,SYNTHETIC
20.24,92.0,20,1,SYNTHETIC
20.24,26.0,21,0,SYNTHETIC
20.24,22.0,22,0,SYNTHETIC
20.24,29.0,23,0,SYNTHETIC
34.36,139.0,0,1,SYNTHETIC
34.36,42.0,1,0,SYNTHETIC
34.36,48.0,2,0,SYNTHETIC
34.36,31.0,3,0,SYNTHETIC
34.36,50.0,4,0,SYNTHETIC
34.36,38.0,5,0,SYNTHETIC
34.36,42.0,6,0,SYNTHETIC
34.36,25.0,7,0,SYNTHETIC
34.36,38.0,8,0,SYNTHETIC
34.36,38.0,9,0,SYNTHETIC
34.36,39.0,10,0,SYNTHETIC
34.36,36.0,11,0,SYNTHETIC
34.36,22.0,12,0,SYNTHETIC
34.36,34.0,13,0,SYNTHETIC
34.36,52.0,14,0,SYNTHETIC
34.36,36.0,15,0,SYNTHETIC
34.36,33.0,16,0,SYNTHETIC
34.36,37.0,17,0,SYNTHETIC
34.36,36.0,18,0,SYNTHETIC
34.36,32.0,19,0,SYNTHETIC
34.36,34.0,20,0,SYNTHETIC
34.36,42.0,21,0,SYNTHETIC
34.36,40.0,22,0,SYNTHETIC
34.36,20.0,23,0,SYNTHETIC
38.18,37.0,0,0,SYNTHETIC
38.18,49.0,1,0,SYNTHETIC
38.18,36.0,2,0,SYNTHETIC
38.18,33.0,3,0,SYNTHETIC
38.18,37.0,4,0,SYNTHETIC
38.18,45.0,5,0,SYNTHETIC
38.18,55.0,6,0,SYNTHETIC
38.18,43.0,7,0,SYNTHETIC
38.18,41.0,8,0,SYNTHETIC
38.18,33.0,9,0,SYNTHETIC
38.18,32.0,10,0,SYNTHETIC
38.18,33.0,11,0,SYNTHETIC
38.18,34.0,12,0,SYNTHETIC
38.18,59.0,13,0,SYNTHETIC
38.18,41.0,14,0,SYNTHETIC
38.18,120.0,15,1,SYNTHETIC
38.18,36.0,16,0,SYNTHETIC
38.18,42.0,17,0,SYNTHETIC
38.18,29.0,18,0,SYNTHETIC
38.18,34.0,19,0,SYNTHETIC
38.18,38.0,20,0,SYNTHETIC
38.18,52.0,21,0,SYNTHETIC
38.18,51.0,22,0,SYNTHETIC
38.18,47.0,23,0,SYNTHETIC
12.68,17.0,0,0,SYNTHETIC
12.68,12.0,1,0,SYNTHETIC
12.68,34.0,2,1,SYNTHETIC
12.68,12.0,3,0,SYNTHETIC
12.68,58.0,4,1,SYNTHETIC
12.68,16.0,5,0,SYNTHETIC
12.68,15.0,6,0,SYNTHETIC
12.68,11.0,7,0,SYNTHETIC
12.68,16.0,8,0,SYNTHETIC
12.68,32.0,9,1,SYNTHETIC
12.68,9.0,10,0,SYNTHETIC
12.68,13.0,11,0,SYNTHETIC
12.68,15.0,12,0,SYNTHETIC
12.68,15.0,13,0,SYNTHETIC
12.68,12.0,14,0,SYNTHETIC
12.68,6.0,15,0,SYNTHETIC
12.68,13.0,16,0,SYNTHETIC
12.68,17.0,17,0,SYNTHETIC
12.68,14.0,18,0,SYNTHETIC
12.68,9.0,19,0,SYNTHETIC
12.68,12.0,20,0,SYNTHETIC
12.68,12.0,21,0,SYNTHETIC
12.68,10.0,22,0,SYNTHETIC
12.68,11.0,23,0,SYNTHETIC
10.12,9.0,0,0,SYNTHETIC
10.12,7.0,1,0,SYNTHETIC
10.12,10.0,2,0,SYNTHETIC
10.12,11.0,3,0,SYNTHETIC
10.12,9.0,4,0,SYNTHETIC
10.12,8.0,5,0,SYNTHETIC
10.12,10.0,6,0,SYNTHETIC
10.12,7.0,7,0,SYNTHETIC
10.12,6.0,8,0,SYNTHETIC
10.12,9.0,9,0,SYNTHETIC
10.12,11.0,10,0,SYNTHETIC
10.12,11.0,11,0,SYNTHETIC
10.12,9.0,12,0,SYNTHETIC
10.12,7.0,13,0,SYNTHETIC
10.12,10.0,14,0,SYNTHETIC
10.12,2.0,15,0,SYNTHETIC
10.12,10.0,16,0,SYNTHETIC
10.12,10.0,17,0,SYNTHETIC
10.12,8.0,18,0,SYNTHETIC
10.12,37.0,19,1,SYNTHETIC
10.12,11.0,20,0,SYNTHETIC
10.12,9.0,21,0,SYNTHETIC
10.12,10.0,22,0,SYNTHETIC
10.12,5.0,23,0,SYNTHETIC
19.81,14.0,0,0,SYNTHETIC
19.81,14.0,1,0,SYNTHETIC
19.81,19.0,2,0,SYNTHETIC
19.81,17.0,3,0,SYNTHETIC
19.81,16.0,4,0,SYNTHETIC
19.81,10.0,5,0,SYNTHETIC
19.81,88.0,6,1,SYNTHETIC
19.81,22.0,7,0,SYNTHETIC
19.81,23.0,8,0,SYNTHETIC
19.81,14.0,9,0,SYNTHETIC
19.81,16.0,10,0,SYNTHETIC
19.81,22.0,11,0,SYNTHETIC
19.81,16.0,12,0,SYNTHETIC
19.81,24.0,13,0,SYNTHETIC
19.81,22.0,14,0,SYNTHETIC
19.81,21.0,15,0,SYNTHETIC
19.81,15.0,16,0,SYNTHETIC
19.81,24.0,17,0,SYNTHETIC
19.81,14.0,18,0,SYNTHETIC
19.81,20.0,19,0,SYNTHETIC
19.81,21.0,20,0,SYNTHETIC
19.81,20.0,21,0,SYNTHETIC
19.81,14.0,22,0,SYNTHETIC
19.81,23.0,23,0,SYNTHETIC
31.85,37.0,0,0,SYNTHETIC
31.85,27.0,1,0,SYNTHETIC
31.85,33.0,2,0,SYNTHETIC
31.85,31.0,3,0,SYNTHETIC
31.85,40.0,4,0,SYNTHETIC
31.85,24.0,5,0,SYNTHETIC
31.85,26.0,6,0,SYNTHETIC
31.85,21.0,7,0,SYNTHETIC
31.85,32.0,8,0,SYNTHETIC
31.85,34.0,9,0,SYNTHETIC
31.85,31.0,10,0,SYNTHETIC
31.85,41.0,11,0,SYNTHETIC
31.85,17.0,12,0,SYNTHETIC
31.85,47.0,13,0,SYNTHETIC
31.85,125.0,14,1,SYNTHETIC
31.85,37.0,15,0,SYNTHETIC
31.85,15.0,16,0,SYNTHETIC
31.85,20.0,17,0,SYNTHETIC
31.85,141.0,18,1,SYNTHETIC
31.85,23.0,19,0,SYNTHETIC
31.85,23.0,20,0,SYNTHETIC
31.85,25.0,21,0,SYNTHETIC
31.85,13.0,22,0,SYNTHETIC
31.85,124.0,23,1,SYNTHETIC
13.11,11.0,0,0,SYNTHETIC
13.11,18.0,1,0,SYNTHETIC
13.11,14.0,2,0,SYNTHETIC
13.11,17.0,3,0,SYNTHETIC
13.11,13.0,4,0,SYNTHETIC
13.11,12.0,5,0,SYNTHETIC
13.11,12.0,6,0,SYNTHETIC
13.11,13.0,7,0,SYNTHETIC
13.11,17.0,8,0,SYNTHETIC
13.11,11.0,9,0,SYNTHETIC
13.11,15.0,10,0,SYNTHETIC
13.11,13.0,11,0,SYNTHETIC
13.11,18.0,12,0,SYNTHETIC
13.11,11.0,13,0,SYNTHETIC
13.11,13.0,14,0,SYNTHETIC
13.11,13.0,15,0,SYNTHETIC
13.11,11.0,16,0,SYNTHETIC
13.11,10.0,17,0,SYNTHETIC
13.11,14.0,18,0,SYNTHETIC
13.11,10.0,19,0,SYNTHETIC
13.11,14.0,20,0,SYNTHETIC
13.11,13.0,21,0,SYNTHETIC
13.11,4.0,22,0,SYNTHETIC
13.11,14.0,23,0,SYNTHETIC
15.21,15.0,0,0,SYNTHETIC
15.21,16.0,1,0,SYNTHETIC
15.21,10.0,2,0,SYNTHETIC
15.21,11.0,3,0,SYNTHETIC
15.21,25.0,4,0,SYNTHETIC
15.21,15.0,5,0,SYNTHETIC
15.21,17.0,6,0,SYNTHETIC
15.21,12.0,7,0,SYNTHETIC
15.21,12.0,8,0,SYNTHETIC
15.21,18.0,9,0,SYNTHETIC
15.21,16.0,10,0,SYNTHETIC
15.21,56.0,11,1,SYNTHETIC
15.21,13.0,12,0,SYNTHETIC
15.21,15.0,13,0,SYNTHETIC
15.21,18.0,14,0,SYNTHETIC
15.21,15.0,15,0,SYNTHETIC
15.21,15.0,16,0,SYNTHETIC
15.21,16.0,17,0,SYNTHETIC
15.21,15.0,18,0,SYNTHETIC
15.21,17.0,19,0,SYNTHETIC
15.21,15.0,20,0,SYNTHETIC
15.21,20.0,21,0,SYNTHETIC
15.21,15.0,22,0,SYNTHETIC
15.21,19.0,23,0,SYNTHETIC
29.5,31.0,0,0,SYNTHETIC
29.5,30.0,1,0,SYNTHETIC
29.5,36.0,2,0,SYNTHETIC
29.5,20.0,3,0,SYNTHETIC
29.5,19.0,4,0,SYNTHETIC
29.5,32.0,5,0,SYNTHETIC
29.5,109.0,6,1,SYNTHETIC
29.5,33.0,7,0,SYNTHETIC
29.5,134.0,8,1,SYNTHETIC
29.5,41.0,9,0,SYNTHETIC
29.5,28.0,10,0,SYNTHETIC
29.5,27.0,11,0,SYNTHETIC
29.5,27.0,12,0,SYNTHETIC
29.5,37.0,13,0,SYNTHETIC
29.5,32.0,14,0,SYNTHETIC
29.5,27.0,15,0,SYNTHETIC
29.5,28.0,16,0,SYNTHETIC
29.5,27.0,17,0,SYNTHETIC
29.5,36.0,18,0,SYNTHETIC
29.5,27.0,19,0,SYNTHETIC
29.5,35.0,20,0,SYNTHETIC
29.5,33.0,21,0,SYNTHETIC
29.5,25.0,22,0,SYNTHETIC
29.5,34.0,23,0,SYNTHETIC
39.1,40.0,0,0,SYNTHETIC
39.1,26.0,1,0,SYNTHETIC
39.1,57.0,2,0,SYNTHETIC
39.1,33.0,3,0,SYNTHETIC
39.1,33.0,4,0,SYNTHETIC
39.1,33.0,5,0,SYNTHETIC
39.1,36.0,6,0,SYNTHETIC
39.1,48.0,7,0,SYNTHETIC
39.1,25.0,8,0,SYNTHETIC
39.1,37.0,9,0,SYNTHETIC
39.1,49.0,10,0,SYNTHETIC
39.1,42.0,11,0,SYNTHETIC
39.1,39.0,12,0,SYNTHETIC
39.1,58.0,13,0,SYNTHETIC
39.1,39.0,14,0,SYNTHETIC
39.1,181.0,15,1,SYNTHETIC
39.1,33.0,16,0,SYNTHETIC
39.1,30.0,17,0,SYNTHETIC
39.1,41.0,18,0,SYNTHETIC
39.1,50.0,19,0,SYNTHETIC
39.1,23.0,20,0,SYNTHETIC
39.1,48.0,21,0,SYNTHETIC
39.1,39.0,22,0,SYNTHETIC
39.1,148.0,23,1,SYNTHETIC
36.5,55.0,0,0,SYNTHETIC
36.5,33.0,1,0,SYNTHETIC
36.5,33.0,2,0,SYNTHETIC
36.5,32.0,3,0,SYNTHETIC
36.5,38.0,4,0,SYNTHETIC
36.5,40.0,5,0,SYNTHETIC
36.5,39.0,6,0,SYNTHETIC
36.5,122.0,7,1,SYNTHETIC
36.5,49.0,8,0,SYNTHETIC
36.5,34.0,9,0,SYNTHETIC
36.5,19.0,10,0,SYNTHETIC
36.5,45.0,11,0,SYNTHETIC
36.5,52.0,12,0,SYNTHETIC
36.5,26.0,13,0,SYNTHETIC
36.5,51.0,14,0,SYNTHETIC
36.5,30.0,15,0,SYNTHETIC
36.5,38.0,16,0,SYNTHETIC
36.5,41.0,17,0,SYNTHETIC
36.5,39.0,18,0,SYNTHETIC
36.5,46.0,19,0,SYNTHETIC
36.5,30.0,20,0,SYNTHETIC
36.5,37.0,21,0,SYNTHETIC
36.5,41.0,22,0,SYNTHETIC
36.5,33.0,23,0,SYNTHETIC
12.97,11.0,0,0,SYNTHETIC
12.97,12.0,1,0,SYNTHETIC
12.97,12.0,2,0,SYNTHETIC
12.97,9.0,3,0,SYNTHETIC
12.97,12.0,4,0,SYNTHETIC
12.97,14.0,5,0,SYNTHETIC
12.97,7.0,6,0,SYNTHETIC
12.97,13.0,7,0,SYNTHETIC
12.97,12.0,8,0,SYNTHETIC
12.97,6.0,9,0,SYNTHETIC
